EGTM,FlightCycle,WashingData
73.968246,570,0
73.934616,571,0
73.84507,572,0
73.697075,573,0
73.517586,574,0
73.312943,575,0
73.073853,576,0
72.82238,577,0
72.56488,578,0
72.291283,579,0
72.028152,580,0
71.794724,581,0
71.598602,582,0
71.435745,583,0
71.303246,584,0
71.176643,585,0
71.075554,586,0
71.021461,587,0
71.00383,588,0
71.021896,589,0
71.081024,590,0
71.170509,591,0
71.297798,592,0
71.460335,593,0
71.660423,594,0
71.88279,595,0
72.112206,596,0
72.33223,597,0
72.535667,598,0
72.716934,599,0
72.883568,600,0
73.031349,601,0
73.152344,602,0
73.260696,603,0
73.390282,604,0
73.528076,605,0
73.682045,606,0
73.83242,607,0
73.980865,608,0
74.122765,609,0
74.268562,610,0
74.398239,611,0
74.497971,612,0
74.508102,613,0
74.42141,614,0
74.201317,615,0
73.879738,616,0
73.467796,617,0
72.998047,618,0
72.503937,619,0
72.045006,620,0
71.674309,621,0
71.400177,622,0
71.22126,623,0
71.100075,624,0
71.002586,625,0
70.896523,626,0
70.795235,627,0
70.706612,628,0
70.619431,629,0
70.561707,630,0
70.493927,631,0
70.431168,632,0
70.396248,633,0
70.384514,634,0
70.377541,635,0
70.363968,636,0
70.308182,637,0
70.19194,638,0
70.009758,639,0
69.779427,640,0
69.48217,641,0
69.119339,642,0
68.729958,643,0
68.325874,644,0
67.930428,645,0
67.556686,646,0
67.205002,647,0
66.904602,648,0
66.624092,649,0
66.352837,650,0
66.0868,651,0
65.806076,652,0
65.515747,653,0
65.230003,654,0
64.925949,655,0
64.642105,656,0
64.374901,657,0
64.118645,658,0
63.90799,659,0
63.747818,660,0
63.660328,661,0
63.625885,662,0
63.667583,663,0
63.797272,664,0
64.031418,665,0
64.369301,666,0
64.777222,667,0
65.232483,668,0
65.709297,669,0
66.156219,670,0
66.584625,671,0
66.950829,672,0
67.275558,673,0
67.543549,674,0
67.749428,675,0
67.901878,676,0
67.984627,677,0
68.008324,678,0
67.978584,679,0
67.877136,680,0
67.705833,681,0
67.469276,682,0
67.164932,683,0
66.776787,684,0
66.304955,685,0
65.777,686,0
65.187843,687,0
64.553619,688,0
63.908974,689,0
63.29977,690,0
62.755478,691,0
62.309872,692,0
62.007481,693,0
61.89296,694,0
61.982811,695,0
62.253902,696,0
62.709034,697,0
63.314056,698,0
64.081902,699,0
65.020721,700,0
66.107536,701,1
67.283577,702,0
68.489265,703,0
69.643982,704,0
70.69841,705,0
71.605499,706,0
72.364059,707,0
72.967094,708,0
73.392014,709,0
73.676971,710,0
73.898438,711,0
74.077332,712,0
74.22007,713,0
74.347458,714,0
74.491745,715,0
74.653465,716,0
74.834969,717,0
75.037399,718,0
75.232208,719,0
75.385445,720,0
75.466545,721,0
75.471046,722,0
75.379753,723,0
75.225403,724,0
75.047531,725,0
74.854187,726,0
74.660751,727,0
74.490479,728,0
74.353569,729,0
74.229958,730,0
74.11235,731,0
73.97184,732,0
73.795715,733,0
73.557678,734,0
73.263779,735,0
72.92971,736,0
72.578323,737,0
72.260292,738,0
71.978149,739,0
71.745964,740,0
71.582672,741,0
71.47879,742,0
71.420731,743,0
71.422241,744,0
71.473785,745,0
71.567078,746,0
71.665108,747,0
71.741898,748,0
71.807159,749,0
71.839973,750,0
71.846687,751,0
71.844833,752,0
71.854942,753,0
71.868271,754,0
71.881653,755,0
71.906219,756,0
71.919304,757,0
71.909447,758,0
71.856094,759,0
71.785248,760,0
71.69632,761,0
71.605804,762,0
71.499748,763,0
71.355705,764,0
71.161842,765,0
70.910248,766,0
70.634636,767,0
70.340767,768,0
70.044182,769,0
69.745781,770,0
69.44133,771,0
69.154236,772,0
68.927727,773,0
68.761627,774,0
68.643494,775,0
68.530281,776,0
68.394043,777,0
68.219147,778,0
67.952263,779,0
67.61924,780,0
67.233772,781,0
66.828308,782,0
66.448532,783,0
66.109596,784,0
65.843063,785,0
65.687195,786,0
65.656715,787,0
65.765457,788,0
65.984314,789,0
66.282646,790,0
66.630028,791,0
66.951721,792,0
67.22139,793,0
67.380829,794,0
67.393929,795,0
67.258133,796,0
66.979332,797,0
66.581238,798,0
66.10405,799,0
65.59256,800,0
65.094353,801,0
64.633606,802,0
64.23278,803,0
63.920147,804,0
63.688961,805,0
63.555405,806,0
63.525829,807,0
63.591198,808,0
63.726826,809,0
63.906349,810,0
64.086472,811,0
64.26873,812,0
64.451874,813,0
64.628082,814,0
64.759651,815,0
64.838203,816,0
64.86834,817,0
64.824989,818,0
64.733337,819,0
64.61721,820,0
64.473663,821,0
64.315002,822,0
64.166908,823,0
64.031975,824,0
63.910629,825,0
63.79491,826,0
63.691093,827,0
63.624683,828,0
63.594887,829,0
63.615707,830,0
63.705948,831,0
63.915684,832,0
64.273972,833,0
64.756111,834,0
65.277016,835,0
65.777298,836,0
66.180183,837,0
66.477173,838,0
66.660095,839,0
66.752655,840,0
66.751633,841,0
66.640396,842,0
66.419678,843,0
66.134087,844,0
65.806717,845,0
65.477943,846,0
65.152695,847,0
64.827881,848,0
64.54068,849,0
64.280106,850,0
64.043671,851,0
63.829208,852,0
63.66185,853,0
63.519474,854,0
63.425236,855,0
63.351181,856,0
63.315586,857,0
63.284531,858,0
63.24173,859,0
63.15855,860,0
63.050415,861,0
62.939171,862,0
62.808815,863,0
62.673656,864,0
62.530903,865,0
62.370438,866,0
62.183228,867,0
61.955605,868,0
61.720528,869,0
61.480537,870,0
61.240215,871,0
60.992466,872,0
60.741074,873,0
60.47789,874,0
60.203934,875,0
59.957729,876,0
59.747814,877,0
59.576176,878,0
59.452168,879,0
59.360718,880,0
59.299007,881,0
59.307964,882,0
59.357311,883,0
59.434914,884,0
59.51461,885,0
59.580624,886,0
59.652119,887,0
59.722591,888,0
59.80267,889,0
59.906673,890,0
60.047821,891,0
60.214806,892,0
60.412926,893,0
60.620438,894,0
60.81329,895,0
60.949898,896,0
61.044411,897,0
61.111572,898,0
61.165077,899,0
61.23003,900,0
61.31982,901,0
61.430576,902,0
61.542377,903,0
61.636608,904,0
61.746475,905,0
61.850029,906,0
61.95459,907,0
62.052956,908,0
62.124584,909,0
62.143768,910,0
62.049278,911,0
61.827774,912,0
61.478443,913,0
61.015221,914,0
60.479404,915,0
59.901703,916,0
59.337433,917,0
58.83897,918,0
58.444618,919,0
58.22229,920,0
58.165668,921,0
58.245705,922,0
58.429047,923,0
58.679298,924,0
58.94688,925,0
59.178673,926,0
59.399868,927,0
59.60585,928,0
59.827534,929,0
60.078999,930,0
60.355873,931,0
60.639114,932,0
60.876621,933,0
61.028332,934,0
61.050621,935,0
60.901871,936,0
60.577793,937,0
60.068413,938,0
59.422333,939,0
58.717476,940,0
58.014835,941,0
57.369198,942,0
56.824257,943,0
56.395138,944,0
56.093822,945,0
55.91827,946,0
55.884144,947,0
55.963276,948,0
56.126987,949,0
56.331371,950,0
56.542435,951,0
56.736671,952,0
56.868439,953,0
56.915131,954,0
56.857704,955,0
56.724873,956,0
56.557404,957,0
56.365986,958,0
56.156971,959,0
55.954575,960,0
55.742153,961,0
55.517826,962,0
55.270733,963,0
55.003227,964,0
54.733673,965,0
54.436871,966,0
54.114204,967,0
53.774052,968,0
53.444279,969,0
53.186825,970,0
53.033051,971,0
52.981876,972,0
53.014557,973,0
53.115116,974,0
53.277485,975,0
53.496387,976,0
53.769726,977,0
54.078583,978,0
54.40049,979,0
54.711109,980,0
55.018154,981,0
55.327892,982,0
55.639149,983,0
55.926842,984,0
56.187328,985,0
56.405289,986,0
56.563953,987,0
56.638992,988,0
56.606514,989,0
56.479347,990,0
56.256989,991,0
55.972237,992,0
55.675434,993,0
55.3937,994,0
55.146523,995,0
54.963779,996,0
54.851372,997,0
54.796886,998,0
54.791893,999,0
54.841415,1000,0
54.906979,1001,0
54.955303,1002,0
54.96199,1003,0
54.902138,1004,0
54.771507,1005,0
54.584179,1006,0
54.364223,1007,0
54.156933,1008,0
53.976837,1009,0
53.862041,1010,0
53.829777,1011,0
53.897373,1012,0
54.055592,1013,0
54.320923,1014,0
54.68951,1015,0
55.164467,1016,0
55.730106,1017,0
56.366085,1018,0
57.028549,1019,0
57.680561,1020,0
58.257965,1021,0
58.70269,1022,0
58.927006,1023,0
58.928619,1024,0
58.721237,1025,0
58.345253,1026,0
57.870705,1027,0
57.354904,1028,0
56.840153,1029,0
56.371262,1030,0
55.986046,1031,0
55.705433,1032,0
55.542938,1033,0
55.461807,1034,0
55.43119,1035,0
55.438725,1036,0
55.399139,1037,0
55.294212,1038,0
55.126755,1039,0
54.867271,1040,0
54.518936,1041,0
54.067238,1042,0
53.534149,1043,0
52.964317,1044,0
52.395435,1045,0
51.871151,1046,0
51.459949,1047,0
51.194324,1048,0
51.090298,1049,0
51.156784,1050,0
51.382248,1051,0
51.734371,1052,0
52.134178,1053,0
52.533779,1054,0
52.84734,1055,0
53.040058,1056,0
53.127018,1057,0
53.117905,1058,0
53.069252,1059,0
53.015816,1060,0
53.001156,1061,0
53.06226,1062,0
53.224941,1063,0
53.492489,1064,0
53.85788,1065,0
54.285645,1066,0
54.74181,1067,0
55.177685,1068,0
55.541245,1069,0
55.790775,1070,0
55.926807,1071,0
55.907192,1072,0
55.755493,1073,0
55.525436,1074,0
55.269566,1075,0
54.997662,1076,0
54.74929,1077,0
54.524857,1078,0
54.326523,1079,0
54.147594,1080,0
53.969193,1081,0
53.79314,1082,0
53.643375,1083,0
53.519344,1084,0
53.420528,1085,0
53.341354,1086,0
53.292713,1087,0
53.280468,1088,0
53.266674,1089,0
53.247719,1090,0
53.230526,1091,0
53.223534,1092,0
53.223545,1093,0
53.221416,1094,0
53.237362,1095,0
53.247391,1096,0
53.19392,1097,0
53.064377,1098,0
52.834957,1099,0
52.51741,1100,0
52.131641,1101,0
51.719494,1102,0
51.316517,1103,0
50.956734,1104,0
50.666489,1105,0
50.478905,1106,0
50.427017,1107,0
50.515045,1108,0
50.743301,1109,0
51.082413,1110,0
51.502209,1111,0
51.933449,1112,0
52.329613,1113,0
52.653145,1114,0
52.888947,1115,0
53.021168,1116,0
53.012608,1117,0
52.865265,1118,0
52.572147,1119,0
52.149654,1120,0
51.617855,1121,0
51.012623,1122,0
50.419971,1123,0
49.872524,1124,0
49.380455,1125,0
48.985062,1126,0
48.720009,1127,0
48.589092,1128,0
48.604053,1129,0
48.774174,1130,0
49.12278,1131,0
49.657249,1132,0
50.373432,1133,0
51.249107,1134,0
52.270218,1135,1
53.401943,1136,0
54.60067,1137,0
55.807598,1138,0
56.971123,1139,0
58.04855,1140,0
59.035049,1141,0
59.942856,1142,0
60.842995,1143,0
61.735767,1144,0
62.593029,1145,0
63.410065,1146,0
64.197624,1147,0
64.911621,1148,0
65.509163,1149,0
65.950989,1150,0
66.258255,1151,0
66.43277,1152,0
66.503334,1153,0
66.509392,1154,0
66.463661,1155,0
66.358353,1156,0
66.224289,1157,0
66.097481,1158,0
65.964676,1159,0
65.850258,1160,0
65.781349,1161,0
65.758881,1162,0
65.77417,1163,0
65.841141,1164,0
65.936264,1165,0
66.031456,1166,0
66.12851,1167,0
66.215355,1168,0
66.312485,1169,0
66.404587,1170,0
66.471962,1171,0
66.540314,1172,0
66.644104,1173,0
66.773293,1174,0
66.94249,1175,0
67.151367,1176,0
67.376541,1177,0
67.607124,1178,0
67.782166,1179,0
67.85553,1180,0
67.831863,1181,0
67.685921,1182,0
67.406639,1183,0
67.033302,1184,0
66.608246,1185,0
66.164001,1186,0
65.744637,1187,0
65.391739,1188,0
65.125931,1189,0
64.971771,1190,0
64.900833,1191,0
64.915802,1192,0
64.991898,1193,0
65.098206,1194,0
65.200203,1195,0
65.304733,1196,0
65.394196,1197,0
65.45092,1198,0
65.441963,1199,0
65.349655,1200,0
65.177582,1201,0
64.926346,1202,0
64.60495,1203,0
64.262619,1204,0
63.95401,1205,0
63.693966,1206,0
63.491669,1207,0
63.366261,1208,0
63.318825,1209,0
63.322365,1210,0
63.361866,1211,0
63.394508,1212,0
63.425957,1213,0
63.444561,1214,0
63.433094,1215,0
63.363094,1216,0
63.259659,1217,0
63.090641,1218,0
62.866127,1219,0
62.588688,1220,0
62.254696,1221,0
61.868202,1222,0
61.431442,1223,0
60.917622,1224,0
60.336716,1225,0
59.724476,1226,0
59.114277,1227,0
58.51141,1228,0
57.933262,1229,0
57.397305,1230,0
56.913448,1231,0
56.494484,1232,0
56.160614,1233,0
55.897076,1234,0
55.702904,1235,0
55.569893,1236,0
55.510609,1237,0
55.519054,1238,0
55.551319,1239,0
55.604458,1240,0
55.676483,1241,0
55.763779,1242,0
55.868393,1243,0
55.98159,1244,0
56.062958,1245,0
56.076694,1246,0
56.005463,1247,0
55.85957,1248,0
55.654213,1249,0
55.411671,1250,0
55.150524,1251,0
54.886627,1252,0
54.612724,1253,0
54.345703,1254,0
54.098324,1255,0
53.904453,1256,0
53.735699,1257,0
53.603008,1258,0
53.495903,1259,0
53.402695,1260,0
53.329666,1261,0
53.27314,1262,0
53.24118,1263,0
53.237495,1264,0
53.285316,1265,0
53.365623,1266,0
53.472904,1267,0
53.615788,1268,0
53.78458,1269,0
53.962624,1270,0
54.133461,1271,0
54.30006,1272,0
54.446091,1273,0
54.562279,1274,0
54.656704,1275,0
54.722015,1276,0
54.744389,1277,0
54.743961,1278,0
54.707752,1279,0
54.620384,1280,0
54.500301,1281,0
54.352203,1282,0
54.190655,1283,0
54.012905,1284,0
53.803238,1285,0
53.59127,1286,0
53.403255,1287,0
53.245152,1288,0
53.136383,1289,0
53.091602,1290,0
53.124741,1291,0
53.231861,1292,0
53.403542,1293,0
53.635231,1294,0
53.952354,1295,0
54.340034,1296,0
54.78772,1297,0
55.300217,1298,0
55.884491,1299,0
56.526371,1300,0
57.207733,1301,0
57.871857,1302,0
58.477989,1303,0
58.959591,1304,0
59.338013,1305,0
59.567539,1306,0
59.622425,1307,0
59.472656,1308,0
59.107178,1309,0
58.543724,1310,0
57.85849,1311,0
57.135101,1312,0
56.432106,1313,0
55.803932,1314,0
55.26619,1315,0
54.86544,1316,0
54.603901,1317,0
54.468048,1318,0
54.441635,1319,0
54.482216,1320,0
54.538223,1321,0
54.57505,1322,0
54.586552,1323,0
54.525307,1324,0
54.360615,1325,0
54.094692,1326,0
53.742165,1327,0
53.333336,1328,0
52.91235,1329,0
52.53857,1330,0
52.238995,1331,0
52.03812,1332,0
51.907093,1333,0
51.829979,1334,0
51.808224,1335,0
51.818951,1336,0
51.869896,1337,0
51.933926,1338,0
52.006912,1339,0
52.094952,1340,0
52.185837,1341,0
52.275459,1342,0
52.363541,1343,0
52.46233,1344,0
52.549644,1345,0
52.627865,1346,0
52.702274,1347,0
52.776051,1348,0
52.83588,1349,0
52.848587,1350,0
52.796021,1351,0
52.716751,1352,0
52.62632,1353,0
52.525078,1354,0
52.426476,1355,0
52.349632,1356,0
52.282162,1357,0
52.242149,1358,0
52.24139,1359,0
52.307335,1360,0
52.43124,1361,0
52.606098,1362,0
52.808033,1363,0
53.020592,1364,0
53.232662,1365,0
53.424282,1366,0
53.606125,1367,0
53.7868,1368,0
53.981251,1369,0
54.210464,1370,0
54.474998,1371,0
54.782398,1372,0
55.163685,1373,0
55.616138,1374,0
56.096413,1375,0
56.574242,1376,0
56.979614,1377,0
57.272686,1378,0
57.425125,1379,0
57.427979,1380,0
57.297169,1381,0
57.021259,1382,0
56.632149,1383,0
56.190014,1384,0
55.766823,1385,0
55.386269,1386,0
55.073658,1387,0
54.814991,1388,0
54.603024,1389,0
54.414764,1390,0
54.234062,1391,0
54.071377,1392,0
53.916439,1393,0
53.787121,1394,0
53.680798,1395,0
53.582325,1396,0
53.492691,1397,0
53.425926,1398,0
53.379383,1399,0
53.357368,1400,0
53.378963,1401,0
53.446026,1402,0
53.575619,1403,0
53.768265,1404,0
54.014004,1405,0
54.264111,1406,0
54.465176,1407,0
54.595142,1408,0
54.635117,1409,0
54.581753,1410,0
54.432377,1411,0
54.193348,1412,0
53.905697,1413,0
53.583935,1414,0
53.234547,1415,0
52.863827,1416,0
52.476212,1417,0
52.10527,1418,0
51.755367,1419,0
51.447948,1420,0
51.216724,1421,0
51.08456,1422,0
51.058693,1423,0
51.122574,1424,0
51.257793,1425,0
51.425243,1426,0
51.574432,1427,0
51.664707,1428,0
51.674858,1429,0
51.623466,1430,0
51.522163,1431,0
51.403786,1432,0
51.29203,1433,0
51.205143,1434,0
51.132511,1435,0
51.083881,1436,0
51.062397,1437,0
51.071655,1438,0
51.129879,1439,0
51.245419,1440,0
51.419971,1441,0
51.64949,1442,0
51.920288,1443,0
52.222862,1444,0
52.514435,1445,0
52.769604,1446,0
52.963505,1447,0
53.074196,1448,0
53.081944,1449,0
52.967163,1450,0
52.760574,1451,0
52.496002,1452,0
52.19537,1453,0
51.887463,1454,0
51.578583,1455,0
51.257851,1456,0
50.930328,1457,0
50.611629,1458,0
50.27898,1459,0
49.941967,1460,0
49.606846,1461,0
49.289433,1462,0
48.991161,1463,0
48.70668,1464,0
48.459209,1465,0
48.233498,1466,0
48.048641,1467,0
47.933983,1468,0
47.905102,1469,0
47.971645,1470,0
48.143417,1471,0
48.429966,1472,0
48.828663,1473,0
49.356434,1474,0
50.052879,1475,0
50.948975,1476,0
52.057301,1477,1
53.355034,1478,0
54.798084,1479,0
56.320766,1480,0
57.840034,1481,0
59.299103,1482,0
60.671513,1483,0
61.898155,1484,0
62.960835,1485,0
63.851665,1486,0
64.545776,1487,0
65.064262,1488,0
65.428207,1489,0
65.665787,1490,0
65.782074,1491,0
65.761978,1492,0
65.609444,1493,0
